年份,样本数,韧性平均值,韧性标准差,出度中心度平均值,RQ均值,规则敞口均值,RQ-韧性相关系数,RQ-韧性p值,敞口-韧性相关系数,敞口-韧性p值
2024,573,5.524,2.1202,0.7991,48.0029,1.1188,0.4241,0.0,0.2796,0.0
