REF_AREA,TIME_PERIOD,Exposure
ARE,2005,0.014769461523402461
ARE,2006,0.014769461523402461
ARE,2007,0.014769461523402461
ARE,2008,0.014769461523402461
ARE,2009,0.014769461523402461
ARE,2010,0.014769461523402461
ARE,2011,0.014769461523402461
ARE,2012,0.014769461523402461
ARE,2013,0.014769461523402461
ARE,2014,0.014769461523402461
ARE,2015,0.014769461523402461
ARE,2016,0.014769461523402461
ARE,2017,0.014769461523402461
ARE,2018,0.014769461523402461
ARE,2019,0.014769461523402461
ARE,2020,0.014769461523402461
ARE,2021,0.014769461523402461
ARE,2022,0.014769461523402461
ARE,2023,0.014769461523402461
ARE,2024,0.014769461523402461
ARG,2005,0.0
ARG,2006,0.0
ARG,2007,0.0
ARG,2008,0.0
ARG,2009,0.0
ARG,2010,0.0
ARG,2011,0.0
ARG,2012,0.0
ARG,2013,0.0
ARG,2014,0.0
ARG,2015,0.0
ARG,2016,0.0
ARG,2017,0.0
ARG,2018,0.0
ARG,2019,0.47768362285683896
ARG,2020,0.47768362285683896
ARG,2021,0.47768362285683896
ARG,2022,0.47768362285683896
ARG,2023,0.47768362285683896
ARG,2024,0.47768362285683896
ARM,2005,0.0
ARM,2006,0.0
ARM,2007,0.0
ARM,2008,0.0
ARM,2009,0.0
ARM,2010,0.0
ARM,2011,0.0
ARM,2012,0.0
ARM,2013,0.0
ARM,2014,0.0
ARM,2015,0.014441770523740481
ARM,2016,0.014441770523740481
ARM,2017,0.014441770523740481
ARM,2018,4.6732573586077315
ARM,2019,4.6732573586077315
ARM,2020,4.6732573586077315
ARM,2021,4.6732573586077315
ARM,2022,4.6732573586077315
ARM,2023,4.6732573586077315
ARM,2024,4.6732573586077315
ATG,2005,0.0
ATG,2006,0.0
ATG,2007,0.0
ATG,2008,0.0
ATG,2009,0.0
ATG,2010,0.0
ATG,2011,0.0
ATG,2012,0.0
ATG,2013,0.0
ATG,2014,0.0
ATG,2015,0.0
ATG,2016,0.0
ATG,2017,0.0
ATG,2018,0.0
ATG,2019,0.0
ATG,2020,0.0
ATG,2021,0.0
ATG,2022,0.0
ATG,2023,0.0
ATG,2024,0.0
AUS,2005,4.608356070294024
AUS,2006,4.608356070294024
AUS,2007,4.608356070294024
AUS,2008,4.608356070294024
AUS,2009,4.665795327066
AUS,2010,4.665795327066
AUS,2011,4.665795327066
AUS,2012,4.665795327066
AUS,2013,4.943914007922176
AUS,2014,5.094980327472463
AUS,2015,6.08998017657159
AUS,2016,6.08998017657159
AUS,2017,6.862552358846527
AUS,2018,6.864372902527137
AUS,2019,6.864372902527137
AUS,2020,9.181021408998463
AUS,2021,9.181021408998463
AUS,2022,9.181021408998463
AUS,2023,9.181021408998463
AUS,2024,9.181021408998463
AUT,2005,0.06463317602163023
AUT,2006,0.07811980852215963
AUT,2007,0.07811980852215963
AUT,2008,0.09962773813744072
AUT,2009,0.09962773813744072
AUT,2010,0.09962773813744072
AUT,2011,0.14057665064775382
AUT,2012,0.14058014742874625
AUT,2013,0.17360159920068136
AUT,2014,0.17544633828311695
AUT,2015,0.17544633828311695
AUT,2016,0.18163454682463256
AUT,2017,0.23959955899736665
AUT,2018,0.24093790983307617
AUT,2019,0.31657016153154227
AUT,2020,0.31657016153154227
AUT,2021,0.31657016153154227
AUT,2022,0.31657016153154227
AUT,2023,0.31657016153154227
AUT,2024,0.31657016153154227
AZE,2005,0.0
AZE,2006,0.0
AZE,2007,0.0
AZE,2008,0.003884631470904688
AZE,2009,0.003884631470904688
AZE,2010,0.003884631470904688
AZE,2011,0.003884631470904688
AZE,2012,0.003884631470904688
AZE,2013,0.003884631470904688
AZE,2014,0.003884631470904688
AZE,2015,0.003884631470904688
AZE,2016,0.003884631470904688
AZE,2017,0.003884631470904688
AZE,2018,0.003884631470904688
AZE,2019,0.003884631470904688
AZE,2020,0.003884631470904688
AZE,2021,0.003884631470904688
AZE,2022,0.003884631470904688
AZE,2023,0.003884631470904688
AZE,2024,0.003884631470904688
BDI,2005,0.0
BDI,2006,0.0
BDI,2007,0.0
BDI,2008,0.0
BDI,2009,0.0
BDI,2010,0.0
BDI,2011,0.0
BDI,2012,0.0
BDI,2013,0.0
BDI,2014,0.0
BDI,2015,0.0
BDI,2016,0.0
BDI,2017,0.0
BDI,2018,0.0
BDI,2019,0.0
BDI,2020,0.0
BDI,2021,0.0
BDI,2022,0.0
BDI,2023,0.0
BDI,2024,0.0
BEL,2005,0.057635725742635056
BEL,2006,0.06192915402151386
BEL,2007,0.06192915402151386
BEL,2008,0.06318533855623289
BEL,2009,0.06318533855623289
BEL,2010,0.06318533855623289
BEL,2011,0.09853213746032398
BEL,2012,0.09857856163222553
BEL,2013,0.10291706326720994
BEL,2014,0.10665958997804555
BEL,2015,0.10665958997804555
BEL,2016,0.11545881691187247
BEL,2017,0.1769568009440049
BEL,2018,0.17745874063016995
BEL,2019,0.46578129802641305
BEL,2020,0.46578129802641305
BEL,2021,0.46578129802641305
BEL,2022,0.46578129802641305
BEL,2023,0.46578129802641305
BEL,2024,0.46578129802641305
BEN,2005,0.0
BEN,2006,0.0
BEN,2007,0.0
BEN,2008,0.0
BEN,2009,0.0
BEN,2010,0.0
BEN,2011,0.0
BEN,2012,0.0
BEN,2013,0.0
BEN,2014,0.0
BEN,2015,0.0
BEN,2016,0.0
BEN,2017,0.0
BEN,2018,0.0
BEN,2019,0.0
BEN,2020,0.0
BEN,2021,0.0
BEN,2022,0.0
BEN,2023,0.0
BEN,2024,0.0
BFA,2005,0.0
BFA,2006,0.0
BFA,2007,0.0
BFA,2008,0.0
BFA,2009,0.0
BFA,2010,0.0
BFA,2011,0.0
BFA,2012,0.0
BFA,2013,0.0
BFA,2014,0.0
BFA,2015,0.0
BFA,2016,0.0
BFA,2017,0.0
BFA,2018,0.0
BFA,2019,0.0
BFA,2020,0.0
BFA,2021,0.0
BFA,2022,0.0
BFA,2023,0.0
BFA,2024,0.0
BGD,2005,0.0
BGD,2006,0.0
BGD,2007,0.0
BGD,2008,0.0
BGD,2009,0.0
BGD,2010,0.0
BGD,2011,0.0
BGD,2012,0.0
BGD,2013,0.0
BGD,2014,0.0
BGD,2015,0.0
BGD,2016,0.0
BGD,2017,0.0
BGD,2018,0.0
BGD,2019,0.0
BGD,2020,0.0
BGD,2021,0.0
BGD,2022,0.0
BGD,2023,0.0
BGD,2024,0.0
BGR,2005,0.1074569842579297
BGR,2006,0.1297347038117499
BGR,2007,0.1297347038117499
BGR,2008,0.13148716813130334
BGR,2009,0.13148716813130334
BGR,2010,0.13148716813130334
BGR,2011,0.20533927866264645
BGR,2012,0.2055201191598284
BGR,2013,0.30808391126955614
BGR,2014,0.3121941144193537
BGR,2015,0.3121941144193537
BGR,2016,0.3449623178471059
BGR,2017,0.4630264325359339
BGR,2018,0.46630384347153436
BGR,2019,0.5515790322196582
BGR,2020,0.5515790322196582
BGR,2021,0.5515790322196582
BGR,2022,0.5515790322196582
BGR,2023,0.5515790322196582
BGR,2024,0.5515790322196582
BHR,2005,0.5950764246893865
BHR,2006,2.6366838838714917
BHR,2007,2.6366838838714917
BHR,2008,2.6366838838714917
BHR,2009,2.6366838838714917
BHR,2010,2.6366838838714917
BHR,2011,2.6366838838714917
BHR,2012,2.6366838838714917
BHR,2013,2.6366838838714917
BHR,2014,2.6366838838714917
BHR,2015,2.6366838838714917
BHR,2016,2.6366838838714917
BHR,2017,2.6366838838714917
BHR,2018,2.6366838838714917
BHR,2019,2.6366838838714917
BHR,2020,2.6366838838714917
BHR,2021,2.6366838838714917
BHR,2022,2.6366838838714917
BHR,2023,2.6366838838714917
BHR,2024,2.6366838838714917
BHS,2005,0.0
BHS,2006,0.0
BHS,2007,0.0
BHS,2008,0.0
BHS,2009,0.0
BHS,2010,0.0
BHS,2011,0.0
BHS,2012,0.0
BHS,2013,0.0
BHS,2014,0.0
BHS,2015,0.0
BHS,2016,0.0
BHS,2017,0.0
BHS,2018,0.0
BHS,2019,0.0
BHS,2020,0.0
BHS,2021,0.0
BHS,2022,0.0
BHS,2023,0.0
BHS,2024,0.0
BIH,2005,0.19930919946461065
BIH,2006,0.19930919946461065
BIH,2007,0.2004453620722136
BIH,2008,8.852042618395043
BIH,2009,8.852042618395043
BIH,2010,8.852042618395043
BIH,2011,8.852042618395043
BIH,2012,8.852042618395043
BIH,2013,8.852042618395043
BIH,2014,8.852042618395043
BIH,2015,8.852042618395043
BIH,2016,8.852042618395043
BIH,2017,8.852042618395043
BIH,2018,8.852042618395043
BIH,2019,8.852042618395043
BIH,2020,8.852042618395043
BIH,2021,8.852042618395043
BIH,2022,8.852042618395043
BIH,2023,8.852042618395043
BIH,2024,8.852042618395043
BLR,2005,0.0
BLR,2006,0.0
BLR,2007,0.0
BLR,2008,0.0
BLR,2009,0.0
BLR,2010,0.0
BLR,2011,0.0
BLR,2012,0.0
BLR,2013,0.0
BLR,2014,0.0
BLR,2015,0.00401350433641992
BLR,2016,0.00401350433641992
BLR,2017,0.00401350433641992
BLR,2018,0.00401350433641992
BLR,2019,0.00401350433641992
BLR,2020,0.00401350433641992
BLR,2021,0.00401350433641992
BLR,2022,0.00401350433641992
BLR,2023,0.00401350433641992
BLR,2024,0.00401350433641992
BLZ,2005,0.0
BLZ,2006,0.0
BLZ,2007,0.0
BLZ,2008,0.0
BLZ,2009,0.0
BLZ,2010,0.0
BLZ,2011,0.0
BLZ,2012,0.0
BLZ,2013,0.0
BLZ,2014,0.0
BLZ,2015,0.0
BLZ,2016,0.0
BLZ,2017,0.0
BLZ,2018,0.0
BLZ,2019,0.0
BLZ,2020,0.0
BLZ,2021,0.0
BLZ,2022,0.0
BLZ,2023,0.0
BLZ,2024,0.0
BMU,2005,0.0
BMU,2006,0.0
BMU,2007,0.0
BMU,2008,0.0
BMU,2009,0.0
BMU,2010,0.0
BMU,2011,0.0
BMU,2012,0.0
BMU,2013,0.0
BMU,2014,0.0
BMU,2015,0.0
BMU,2016,0.0
BMU,2017,0.0
BMU,2018,0.0
BMU,2019,0.0
BMU,2020,0.0
BMU,2021,0.0
BMU,2022,0.0
BMU,2023,0.0
BMU,2024,0.0
BOL,2005,0.0
BOL,2006,0.06736708376233888
BOL,2007,0.06736708376233888
BOL,2008,0.06736708376233888
BOL,2009,0.06736708376233888
BOL,2010,0.06736708376233888
BOL,2011,0.06736708376233888
BOL,2012,0.06736708376233888
BOL,2013,0.06736708376233888
BOL,2014,0.06736708376233888
BOL,2015,0.06736708376233888
BOL,2016,0.06736708376233888
BOL,2017,0.06736708376233888
BOL,2018,0.06736708376233888
BOL,2019,0.06736708376233888
BOL,2020,0.06736708376233888
BOL,2021,0.06736708376233888
BOL,2022,0.06736708376233888
BOL,2023,0.06736708376233888
BOL,2024,0.06736708376233888
BRA,2005,0.0
BRA,2006,0.0
BRA,2007,0.0
BRA,2008,0.0
BRA,2009,0.0
BRA,2010,0.0
BRA,2011,0.0
BRA,2012,0.0
BRA,2013,0.0
BRA,2014,0.0
BRA,2015,0.0
BRA,2016,0.0
BRA,2017,0.0
BRA,2018,0.0
BRA,2019,0.0
BRA,2020,0.08450061679487876
BRA,2021,0.08450061679487876
BRA,2022,0.08450061679487876
BRA,2023,0.08450061679487876
BRA,2024,0.08450061679487876
BRB,2005,0.0
BRB,2006,0.0
BRB,2007,0.0
BRB,2008,0.0
BRB,2009,0.0
BRB,2010,0.0
BRB,2011,0.0
BRB,2012,0.0
BRB,2013,0.0
BRB,2014,0.0
BRB,2015,0.0
BRB,2016,0.0
BRB,2017,0.0
BRB,2018,0.0
BRB,2019,0.0
BRB,2020,0.0
BRB,2021,0.0
BRB,2022,0.0
BRB,2023,0.0
BRB,2024,0.0
BRN,2005,0.30343234921776574
BRN,2006,0.3185584791382195
BRN,2007,0.3185584791382195
BRN,2008,0.3185584791382195
BRN,2009,0.3185584791382195
BRN,2010,0.3185584791382195
BRN,2011,0.3185584791382195
BRN,2012,0.3185584791382195
BRN,2013,0.3185584791382195
BRN,2014,0.3185584791382195
BRN,2015,0.3185584791382195
BRN,2016,0.3185584791382195
BRN,2017,0.3185584791382195
BRN,2018,0.5026288248415164
BRN,2019,0.5026288248415164
BRN,2020,0.5026288248415164
BRN,2021,0.5026288248415164
BRN,2022,0.5026288248415164
BRN,2023,0.5026288248415164
BRN,2024,0.5026288248415164
