REF_AREA,COUNTERPART_AREA,weight
BHS,BOL,6.006021363564226e-05
BHS,BRA,0.0012484018828370046
BHS,BRB,0.0005845803007674743
BHS,BRN,2.3706271195750115e-05
BHS,BTN,1.0179298138967742e-06
BHS,BWA,3.16737757626546e-05
BHS,CAF,9.612645146570817e-06
BHS,CAN,0.00797550540400035
BHS,CHE,0.007440898290233571
BHS,CHL,0.0009391958787033502
BHS,CHN,0.005646654759733909
BHS,CIV,7.313340809170891e-05
BHS,CMR,8.384742474720026e-05
BHS,COD,9.998816843064457e-05
BHS,COG,0.00027751280279120607
BHS,COL,0.0004568964798543916
BHS,COM,5.323050353977189e-06
BHS,CPV,7.703861186595667e-06
BHS,CRI,0.0001743208853294016
BHS,CUB,8.694654054174302e-05
BHS,CYM,0.0013848278033112736
BHS,CYP,0.00045547944267382024
BHS,CZE,0.00028841452646963006
BHS,DEU,0.0077764898239397005
BHS,DJI,3.0741863004739126e-05
BHS,DMA,2.020613490925006e-05
BHS,DNK,0.0010190849000770944
BHS,DOM,0.00012316494541352775
BHS,DZA,0.00016164378138860212
BHS,ECU,0.0001687678184510467
BHS,EGY,0.0013349955253458253
BHS,ERI,9.257686824882364e-06
BHS,ESP,0.001406141122687034
BHS,EST,5.267466706339656e-05
BHS,ETH,5.71613137601116e-05
BHS,FIN,0.0003725306717373125
BHS,FJI,2.4531637591765737e-05
BHS,FRA,0.004840363473676735
BHS,FRO,5.048664039388416e-06
BHS,GAB,8.646413864352796e-05
BHS,GBR,0.009730091834095999
BHS,GEO,4.537293009488286e-05
BHS,GHA,9.887428802564464e-05
BHS,GIN,4.191539763679442e-05
BHS,GMB,5.879769811252235e-06
BHS,GNB,3.5000627047584104e-06
BHS,GNQ,9.086086845195458e-05
BHS,GRC,0.00023496254188751115
BHS,GRD,8.318342311060894e-06
BHS,GTM,0.00012161803645895555
BHS,GUY,0.00010821041298711901
BHS,HKG,0.004568616609742459
BHS,HND,3.3362991805565414e-05
BHS,HRV,8.735035713988278e-05
BHS,HTI,1.725396185276947e-05
BHS,HUN,0.000408475426111925
BHS,IDN,0.0008936557708914532
BHS,IND,0.004432413347618403
BHS,IRL,0.008893565516070526
BHS,IRN,6.0647616679182665e-05
BHS,IRQ,0.000390327740425153
BHS,ISL,5.214016929209787e-05
BHS,ISR,0.0006690191755540053
BHS,ITA,0.0034127346428862457
BHS,JAM,0.00025805933551722776
BHS,JOR,0.00010234293132672123
BHS,JPN,0.0073119863164707154
BHS,KAZ,0.0004260662451779386
BHS,KEN,9.879732152388549e-05
BHS,KGZ,1.0762948513684323e-05
BHS,KHM,2.070766806029245e-05
BHS,KIR,2.194869771485245e-06
BHS,KNA,0.00011574253438871864
BHS,KOR,0.00237017039770463
BHS,KWT,6.265316062941908e-05
BHS,LAO,2.1254086073737397e-06
BHS,LBN,0.00027495274683594386
BHS,LBR,8.237659931348748e-05
BHS,LBY,7.217206263713601e-05
BHS,LCA,2.2538676119350374e-05
BHS,LKA,9.984541985185611e-05
BHS,LSO,8.163820653609453e-06
BHS,LTU,0.00023365116808793992
BHS,LUX,0.06066280483363879
BHS,LVA,8.842538638529496e-05
BHS,MAC,0.000163617022954257
BHS,MAR,0.00015796042656540966
BHS,MDA,6.6182361703868325e-06
BHS,MDG,3.784772537699772e-05
BHS,MDV,4.427928466883487e-06
BHS,MEX,0.001262532446920489
BHS,MKD,3.6118775193599384e-05
BHS,MLI,4.8387279723052246e-05
BHS,MLT,0.001978631354648541
BHS,MMR,3.3014655840624876e-05
BHS,MNE,1.8358718121805625e-05
BHS,MNG,7.694663468890223e-06
BHS,MOZ,3.240966676083167e-05
BHS,MRT,2.4819268619850343e-05
BHS,MSR,8.025928469769455e-06
BHS,MUS,0.00024707166836456407
BHS,MWI,6.576721351751546e-05
BHS,MYS,0.0005462259650992607
BHS,NCL,2.9118502620599276e-05
BHS,NER,1.0649117559361764e-05
BHS,NGA,0.00044283868811339263
BHS,NIC,4.377407243071031e-05
BHS,NLD,0.009004891379998832
BHS,NOR,0.0006086132748961216
BHS,NPL,1.7316579914908125e-05
BHS,NZL,0.00039566609578139207
BHS,OMN,0.0002215524166364587
BHS,PAK,0.0004535059803629404
BHS,PAN,0.00048784871305848957
BHS,PER,0.0003538518730393575
BHS,PHL,0.00025107149825856544
BHS,PNG,0.0002395382960733565
BHS,POL,0.0007161660142764308
BHS,PRK,4.108657289892155e-06
BHS,PRT,0.0012185669883797636
BHS,PRY,2.8271282447315523e-05
BHS,PSE,6.320745188921989e-06
BHS,PYF,1.7965570876204177e-05
BHS,QAT,0.00028931590280476346
BHS,ROU,0.0002685200838179821
BHS,RUS,0.001284361500723429
BHS,RWA,1.3562218711029632e-05
BHS,SAU,0.0027958069255113703
BHS,SCG_F,5.377596499057548e-05
BHS,SDN,7.783506063750637e-05
BHS,SEN,4.038430875667557e-05
BHS,SGP,0.005986590191557966
BHS,SLB,2.7492346130276975e-06
BHS,SLE,1.4048005369360301e-05
BHS,SLV,0.00011196896835027118
BHS,SOM,1.0547206847185456e-06
BHS,SRB,2.776754184402383e-05
BHS,STP,7.91077304409731e-06
BHS,SUR,8.22018426770841e-06
BHS,SVK,0.00013921393266514256
BHS,SVN,4.34124181705323e-05
BHS,SWE,0.001392503777017786
BHS,SWZ,8.970247109326027e-05
BHS,SYC,8.724381077798294e-05
BHS,SYR,9.915772489445555e-05
BHS,TCA,3.001134347370203e-05
BHS,TCD,0.00027834258409172025
BHS,TGO,3.5993097578872214e-05
BHS,THA,0.0011284150064268031
BHS,TJK,1.6436910193559567e-05
BHS,TKM,0.00012518123229804414
BHS,TLS,1.1016511195387972e-05
BHS,TON,2.8579148454352103e-06
BHS,TTO,2.8161645652266643e-05
BHS,TUN,7.708908894072414e-05
BHS,TUR,0.002510945734927448
BHS,TUV,1.6276281251551714e-07
BHS,TWN,0.00139237052048367
BHS,TZA,5.0307468852982146e-05
BHS,UGA,0.00013877913815377087
BHS,UKR,0.0002488186460746651
BHS,URY,8.086883584546966e-05
BHS,USA,0.2810563261837575
BHS,UZB,3.75196979727508e-05
BHS,VCT,6.473419944658175e-05
BHS,VEN,0.0007889517486388739
BHS,VNM,0.00024356939820755635
BHS,VUT,3.903290648965027e-06
BHS,W,0.5133527853940263
BHS,WSM,1.866032968080251e-06
BHS,WXD,0.0005365496717461682
BHS,YEM,6.688801060622991e-05
BHS,ZAF,0.0007679436463274509
BHS,ZMB,0.00011469818872957183
BHS,ZWE,1.215158314198127e-05
BIH,ABW,3.2555013109549276e-05
BIH,AFG,3.255000464599396e-05
BIH,AGO,0.000759935114334903
BIH,AIA,4.861652967350094e-06
BIH,ALB,0.0021040048288944488
BIH,ANT_F,0.00011021343173751805
BIH,ARE,0.006419580945431881
BIH,ARG,4.465702620405202e-05
BIH,ARM,1.1315997345290445e-05
BIH,ATG,5.408451976001639e-05
BIH,AUS,0.0016368961099294695
BIH,AUT,0.043299310617507046
BIH,AZE,4.58343281685233e-05
BIH,BDI,2.468233445853808e-06
BIH,BEL,0.005291793277726374
BIH,BEN,3.2241984137342074e-06
BIH,BFA,3.327654489048688e-05
BIH,BGD,2.8745450517787598e-06
BIH,BGR,0.0011140453827966365
BIH,BHR,0.00129381729547729
BIH,BHS,0.00017391983604523947
BIH,BLR,1.6975561162796704e-05
BIH,BLZ,6.899471576418997e-06
BIH,BMU,0.00030129382906812866
BIH,BOL,2.54523857301678e-06
BIH,BRA,0.0007018162771810802
BIH,BRB,2.2018770934026976e-05
BIH,BRN,4.361276155276878e-05
BIH,BTN,2.4334872299388088e-06
BIH,BWA,0.00010091678429193627
BIH,CAF,2.801828421535026e-05
BIH,CAN,0.002319455470798307
BIH,CHE,0.02389736015671632
BIH,CHL,0.00025120762837011493
BIH,CHN,0.006510808543947086
BIH,CIV,1.3412039343189888e-05
BIH,CMR,2.7141177035225675e-05
BIH,COD,1.0832680612202521e-05
BIH,COG,2.990084045420439e-05
BIH,COL,8.031666065995234e-05
BIH,COM,8.853711449908575e-06
BIH,CPV,9.809701931029376e-06
BIH,CRI,1.4848842325620957e-05
BIH,CUB,5.930333878465491e-06
BIH,CYM,9.972539602371565e-05
BIH,CYP,0.000436650686940246
BIH,CZE,0.0038531540673443386
BIH,DEU,0.10189769657467936
BIH,DJI,5.2759781149635496e-05
BIH,DMA,6.889454649308366e-06
BIH,DNK,0.002170995220149596
BIH,DOM,3.1046213463510545e-06
BIH,DZA,0.00025704436658589044
BIH,ECU,5.1217800432542805e-06
BIH,EGY,0.0006493870546260955
BIH,ERI,2.4300439112445293e-06
BIH,ESP,0.004684665134348252
BIH,EST,0.0001611250898352422
BIH,ETH,0.00015360175151721424
BIH,FIN,0.00024673507041521835
BIH,FJI,3.2796045418148827e-06
BIH,FRA,0.006161580588364869
BIH,FRO,0.00013343392089584848
BIH,GAB,0.00021790228481418495
BIH,GBR,0.01564775330334332
BIH,GEO,3.17652410126705e-05
BIH,GHA,1.1000151112333375e-05
BIH,GIN,1.295939944937827e-06
BIH,GMB,3.952929861032579e-06
BIH,GNB,4.995003309510363e-06
BIH,GNQ,2.127783135681252e-05
BIH,GRC,0.0009120070932649406
BIH,GRD,1.8928861949369663e-06
BIH,GTM,2.25412162886408e-06
BIH,GUY,3.0736627809997625e-05
BIH,HKG,0.00014599326931874593
BIH,HND,1.2599729160312192e-05
BIH,HRV,0.06445063632366557
BIH,HTI,1.2263536044161654e-05
BIH,HUN,0.007116625095931661
BIH,IDN,0.00011149090297309563
BIH,IND,0.004164511151810984
BIH,IRL,0.0021454980712764023
BIH,IRN,8.795018517619723e-05
BIH,IRQ,0.00022310106998460222
BIH,ISL,0.00015040040421845116
BIH,ISR,0.001097523087585596
BIH,ITA,0.05139582407841369
BIH,JAM,0.0001223076191077156
BIH,JOR,7.407611507002951e-05
BIH,JPN,0.0020825432495309507
BIH,KAZ,0.00011209410980253894
BIH,KEN,0.0003101234372871773
BIH,KGZ,3.105059586912145e-05
BIH,KHM,4.06029879849965e-06
BIH,KIR,1.0987316924472881e-07
BIH,KNA,2.525924685431596e-05
BIH,KOR,0.002706065659270481
BIH,KWT,0.0005406977609542543
BIH,LAO,4.948988050595905e-06
BIH,LBN,0.0004256038945110538
BIH,LBR,7.156781391573319e-06
BIH,LBY,3.6573992083717576e-05
BIH,LCA,3.41201579705853e-06
BIH,LKA,1.5081422851970908e-05
BIH,LSO,2.9176804441489123e-05
BIH,LTU,0.0005945919590991688
BIH,LUX,0.004310236781358493
BIH,LVA,0.0004367436565449915
BIH,MAC,0.00017714497354589032
BIH,MAR,5.600589159142421e-05
BIH,MDA,8.957637068681367e-06
BIH,MDG,6.661256528569314e-06
BIH,MDV,2.2544346578362873e-06
BIH,MEX,0.0005377962954108657
BIH,MKD,0.0006491563522735787
BIH,MLI,1.7543082689408365e-05
BIH,MLT,0.0011718317831819756
BIH,MMR,0.0001296071417106154
BIH,MNE,0.0018724787406373758
BIH,MNG,3.609317958240731e-05
BIH,MOZ,2.42444069264202e-05
BIH,MRT,7.91900693889786e-05
BIH,MSR,4.260324311740054e-07
BIH,MUS,4.041955300728308e-05
BIH,MWI,7.149581725212552e-05
BIH,MYS,0.0003991463727511286
BIH,NCL,1.1382046458426164e-05
BIH,NER,5.257008559247794e-06
BIH,NGA,0.00018898717259346106
BIH,NIC,1.3122174514926015e-06
BIH,NLD,0.017740732938807662
BIH,NOR,0.005033383478763718
BIH,NPL,1.1538873973501976e-05
BIH,NZL,0.00011728600833556762
BIH,OMN,0.0007588607989022878
BIH,PAK,2.3543222028676062e-05
BIH,PAN,8.054235454891373e-06
BIH,PER,1.451703161508132e-05
BIH,PHL,3.558607264743164e-05
BIH,PNG,6.0413026491129446e-05
BIH,POL,0.003843523731014384
BIH,PRK,2.6219306712075453e-06
BIH,PRT,0.00042644156004068023
BIH,PRY,9.48790814760037e-07
BIH,PSE,1.0243560086508563e-05
BIH,PYF,7.919946025814484e-06
BIH,QAT,0.001162271252312823
BIH,ROU,0.001966527825793572
BIH,RUS,0.0020873667129636913
BIH,RWA,0.00022360786389060566
BIH,SAU,0.0026874795640456786
BIH,SCG_F,5.2374755513820644e-05
BIH,SDN,1.087869587111698e-05
BIH,SEN,1.0702460559764325e-06
BIH,SGP,0.0009699950843083809
BIH,SLB,1.202344282247873e-06
BIH,SLE,2.0610140559094557e-05
BIH,SLV,6.458413754579045e-06
BIH,SOM,3.8759247338696075e-06
BIH,SRB,0.014555768324334016
BIH,STP,1.2801006789441423e-05
BIH,SUR,1.0665523141043874e-05
BIH,SVK,0.0011936592934139838
BIH,SVN,0.052002366231555845
BIH,SWE,0.004325583652778895
BIH,SWZ,0.00010538871618888837
BIH,SYC,0.00010644174565139343
BIH,SYR,4.6086942549094525e-05
BIH,TCA,1.5404155722316536e-06
BIH,TCD,5.873393908421e-05
BIH,TGO,9.478517278434155e-07
BIH,THA,0.00013288549413654146
BIH,TJK,2.806617764809796e-06
BIH,TKM,2.6024915720334782e-05
BIH,TLS,2.0033854221261092e-08
BIH,TON,7.137060566324265e-08
BIH,TTO,6.030190120599588e-06
BIH,TUN,9.364042583297979e-05
BIH,TUR,0.004068606900451002
BIH,TUV,3.7563476664864546e-08
BIH,TWN,0.0002498825767307618
BIH,TZA,5.930020849493283e-06
BIH,UGA,1.3839010861280514e-05
BIH,UKR,0.00021073298226372336
BIH,URY,2.3256487490134264e-05
BIH,USA,0.017719011858426205
BIH,UZB,1.2686438185613587e-05
BIH,VCT,1.0294583808978337e-05
BIH,VEN,5.3776812280336704e-05
BIH,VNM,3.931581285128048e-05
BIH,VUT,4.751779798105366e-07
BIH,W,0.4823212034385733
BIH,WSM,7.331138529092731e-07
BIH,WXD,0.0015712364048351753
BIH,YEM,2.4621919866902088e-05
BIH,ZAF,0.00045701134340849143
BIH,ZMB,2.775753108150166e-05
BIH,ZWE,1.229890831802107e-06
BLR,ABW,1.4276876508676051e-05
BLR,AFG,1.2426766542036633e-05
BLR,AGO,0.00013380905296489972
BLR,AIA,6.839285839575426e-07
BLR,ALB,1.0334999450284438e-05
BLR,ANT_F,6.803957195442907e-05
BLR,ARE,0.002933009333809233
BLR,ARG,9.06461891189874e-06
BLR,ARM,0.000194830307593213
BLR,ATG,8.233679295021197e-06
BLR,AUS,0.0010141650752078357
BLR,AUT,0.0035311036421200198
BLR,AZE,0.00033006577446717886
BLR,BDI,5.908746690166042e-07
BLR,BEL,0.001924805193323708
BLR,BEN,2.774103498457896e-06
BLR,BFA,2.2255099809068507e-05
BLR,BGD,7.862525086758672e-06
BLR,BGR,0.00047206392576404826
BLR,BHR,1.7866174760076613e-05
BLR,BHS,1.7373484354923544e-05
BLR,BIH,8.009182302511595e-06
BLR,BLZ,8.938058511235722e-05
BLR,BMU,3.753221744906788e-05
BLR,BOL,5.182183137575866e-06
BLR,BRA,0.0030928032502499313
BLR,BRB,9.651778500661049e-06
BLR,BRN,1.485625211976269e-05
BLR,BTN,1.1033788355259165e-06
BLR,BWA,3.8879376312709026e-05
BLR,CAF,4.939995286712473e-06
BLR,CAN,0.0015741302765086972
BLR,CHE,0.01756465690064353
BLR,CHL,8.140890742955565e-05
BLR,CHN,0.023135890849518368
BLR,CIV,6.753838993726618e-06
BLR,CMR,3.3008488059420094e-05
BLR,COD,0.00012008784631711623
BLR,COG,2.2502594917438042e-05
BLR,COL,1.7015775199009905e-05
BLR,COM,6.598690165963876e-08
BLR,CPV,1.4593189056041823e-06
BLR,CRI,1.1241832849499743e-05
BLR,CUB,6.121443880153666e-05
BLR,CYM,2.2567343459012915e-05
BLR,CYP,0.016797295044335008
BLR,CZE,0.005269792160132674
BLR,DEU,0.02839204441931177
BLR,DJI,3.069010107215584e-06
BLR,DMA,2.9360633066868486e-05
BLR,DNK,0.000998670536918668
BLR,DOM,1.0223547042655558e-06
BLR,DZA,5.8520297982837904e-05
BLR,ECU,0.003489975226984793
BLR,EGY,0.00015413938738507584
BLR,ERI,1.2232520917312013e-05
BLR,ESP,0.0009235862882591762
BLR,EST,0.002398095803206008
BLR,ETH,1.7253894152451922e-05
BLR,FIN,0.0027881307569552
BLR,FJI,8.496388541574987e-06
BLR,FRA,0.0024885822438740603
BLR,FRO,4.7626621225740765e-05
BLR,GAB,2.1094933318226925e-05
BLR,GBR,0.013472615767647524
BLR,GEO,0.00029364878872873394
BLR,GHA,1.1703387343950139e-05
BLR,GIN,7.842003691068275e-06
BLR,GMB,2.6700812513376078e-06
BLR,GNB,3.3122594095802045e-06
BLR,GNQ,1.2925294930446451e-05
BLR,GRC,0.00026538215834246386
BLR,GRD,1.7740392757181162e-06
BLR,GTM,3.433264880720132e-06
BLR,GUY,4.830311964918971e-06
BLR,HKG,0.0038039078231762325
BLR,HND,1.5662601443528465e-05
BLR,HRV,0.000600844352241883
BLR,HTI,1.4126150395501755e-06
BLR,HUN,0.0018856220649730642
BLR,IDN,0.0011429426711483336
BLR,IND,0.0018954884335855566
BLR,IRL,0.010623014762078992
BLR,IRN,0.0007492030747512742
BLR,IRQ,0.00011861862053083395
BLR,ISL,2.5844398060469073e-05
BLR,ISR,0.0023004917994964747
BLR,ITA,0.0068079434765557665
BLR,JAM,5.8956554549842384e-06
BLR,JOR,6.28414670443348e-05
BLR,JPN,0.0014224589407725585
BLR,KAZ,0.0025268656151688305
BLR,KEN,4.512637221459954e-05
BLR,KGZ,0.00017098992996706134
BLR,KHM,1.8937886959149246e-05
BLR,KIR,4.353720240867854e-07
BLR,KNA,1.2078433541050497e-05
BLR,KOR,0.0014460472236671688
BLR,KWT,4.538359729506366e-05
BLR,LAO,2.8499972807956577e-07
BLR,LBN,0.00024032164221565128
BLR,LBR,9.809404048593322e-06
BLR,LBY,4.8091360074694844e-05
BLR,LCA,3.6351175745368822e-06
BLR,LKA,5.592469524516976e-05
BLR,LSO,4.366634567466121e-06
BLR,LTU,0.012447858821726105
BLR,LUX,0.0011031651299570028
BLR,LVA,0.008056461298370683
BLR,MAC,3.103365754138646e-05
BLR,MAR,7.275966987180393e-05
BLR,MDA,0.0005006006955573807
BLR,MDG,1.4308189327962256e-05
BLR,MDV,2.753405194183961e-06
BLR,MEX,0.0003604268255739542
BLR,MKD,4.2207380586224114e-05
BLR,MLI,6.20896055642987e-06
BLR,MLT,0.0004506542720757073
BLR,MMR,2.418004210654446e-05
BLR,MNE,2.7537236296343292e-05
BLR,MNG,0.00010409177219361882
BLR,MOZ,8.424032930907985e-06
BLR,MRT,1.7761621787205713e-05
BLR,MSR,4.806606214724891e-06
BLR,MUS,3.5158811892323334e-06
BLR,MWI,1.7317581242525569e-06
BLR,MYS,0.0006178659654241497
BLR,NCL,9.163864627263505e-07
BLR,NER,1.3059391636768184e-06
BLR,NGA,0.00012839653485155752
BLR,NIC,6.835216942154056e-06
BLR,NLD,0.015777540719338876
BLR,NOR,0.0005816212886460707
BLR,NPL,7.052460682738602e-06
BLR,NZL,2.794837184448539e-05
BLR,OMN,3.0237922732632953e-05
BLR,PAK,0.00012729952472503893
BLR,PAN,3.246042526761967e-05
BLR,PER,5.1308442666331654e-05
BLR,PHL,3.30010578989115e-05
BLR,PNG,1.2500360512788402e-05
BLR,POL,0.016270737259949444
BLR,PRK,2.073793179664743e-05
BLR,PRT,5.034216798304761e-05
BLR,PRY,7.632720836742932e-06
BLR,PSE,6.788389240091571e-05
BLR,PYF,5.353253737857021e-07
BLR,QAT,9.404601827741886e-05
BLR,ROU,0.0004787786679608129
BLR,RUS,0.11727802886763086
BLR,RWA,9.668054090346534e-07
BLR,SAU,0.0066101911698882585
BLR,SCG_F,3.737370735821792e-06
BLR,SDN,1.668973267954954e-05
BLR,SEN,4.695153807096011e-06
BLR,SGP,0.0019857174722645618
BLR,SLB,4.671448056901932e-06
BLR,SLE,1.7565253259478636e-06
BLR,SLV,4.9373416579594045e-06
BLR,SOM,6.152880535448353e-07
BLR,SRB,0.0007364316018342139
BLR,STP,3.6521007985565217e-06
BLR,SUR,4.1138322015904545e-06
BLR,SVK,0.0010783482169497217
BLR,SVN,0.002068380484642818
BLR,SWE,0.0028067059813180967
BLR,SWZ,1.46322858530037e-05
BLR,SYC,0.0003572249571205017
BLR,SYR,9.73117507295286e-05
BLR,TCA,3.803534546064968e-08
BLR,TCD,1.2382362487568619e-05
BLR,TGO,5.622154784834637e-07
BLR,THA,0.00039496769578397967
BLR,TJK,6.227589030276411e-05
BLR,TKM,0.0017854951679536967
BLR,TLS,2.8446900232895206e-07
BLR,TON,1.6931920530412933e-06
BLR,TTO,1.113285716204039e-06
BLR,TUN,5.759789662827126e-05
BLR,TUR,0.0013765996362963616
BLR,TUV,7.819359392375422e-08
BLR,TWN,0.0009584312643243032
BLR,TZA,1.1725677825475915e-05
BLR,UGA,4.992006410272617e-06
BLR,UKR,0.017414012165417662
BLR,URY,3.3324269881035253e-06
BLR,USA,0.12900326442164795
BLR,UZB,0.000452986281023904
BLR,VCT,0.00017700358344726537
BLR,VEN,0.0013717664937941058
BLR,VNM,0.00014537392088793968
BLR,VUT,1.4494120249260599e-06
BLR,W,0.4837284977136235
BLR,WSM,3.071133010218039e-07
BLR,WXD,0.0013989739724907344
BLR,YEM,6.230543403621493e-06
BLR,ZAF,8.76746556413012e-05
BLR,ZMB,2.246562102347862e-06
BLR,ZWE,2.7689731495352964e-06
BLZ,ABW,0.00016020167957785155
BLZ,AFG,5.477858833523267e-05
BLZ,AGO,0.001139870366666524
BLZ,AIA,1.323568961321112e-05
BLZ,ALB,0.0001041987303716287
BLZ,ANT_F,0.00042671110626297983
BLZ,ARE,0.0027072230233172096
BLZ,ARG,3.782784208732627e-05
BLZ,ARM,9.549765795289247e-05
BLZ,ATG,9.242750726215568e-05
BLZ,AUS,0.007234562704991499
BLZ,AUT,0.005658793901272938
BLZ,AZE,4.7291916850128145e-05
BLZ,BDI,8.936553794853475e-06
BLZ,BEL,0.0014679809387774113
BLZ,BEN,4.728515832120635e-05
BLZ,BFA,4.7419973187593704e-05
BLZ,BGD,1.7682090219654153e-05
BLZ,BGR,0.0011956513515544733
BLZ,BHR,0.00018516732970290788
BLZ,BHS,0.00036669857084589095
BLZ,BIH,4.195872610673611e-05
BLZ,BLR,3.3503450713524026e-05
BLZ,BMU,0.0006849697919827925
BLZ,BOL,2.637426983717752e-05
BLZ,BRA,0.0022661820571797855
BLZ,BRB,0.0019363363216962398
BLZ,BRN,0.00017211518750673074
BLZ,BTN,1.0827874756810084e-06
BLZ,BWA,0.00011810138007580628
BLZ,CAF,1.845362965288415e-05
BLZ,CAN,0.013770233759845412
BLZ,CHE,0.010649630650707433
BLZ,CHL,0.00031374442960749397
BLZ,CHN,0.0012778912657471467
BLZ,CIV,0.0001464975171967456
BLZ,CMR,0.0009733074885250708
BLZ,COD,6.806123193884783e-05
BLZ,COG,1.1112444395622438e-05
BLZ,COL,0.001036524278075187
BLZ,COM,4.41972220280438e-06
BLZ,CPV,1.0866647370098268e-05
BLZ,CRI,0.00199283833490653
BLZ,CUB,0.00018058682565417456
BLZ,CYM,0.0015663491929618237
BLZ,CYP,0.00186766931213877
BLZ,CZE,0.0012162186221996362
BLZ,DEU,0.006131811602011659
BLZ,DJI,2.408526280498065e-05
BLZ,DMA,7.933801530088441e-05
BLZ,DNK,0.0013775447075628452
BLZ,DOM,0.0002873150244027966
BLZ,DZA,0.00019215209148755713
BLZ,ECU,0.00011051475350506893
BLZ,EGY,0.0018937764422275122
BLZ,ERI,1.5342572076568087e-05
BLZ,ESP,0.004089802834926791
BLZ,EST,0.0003054666545264911
BLZ,ETH,3.436854241551358e-05
BLZ,FIN,0.0006464479556888126
BLZ,FJI,4.663207100013199e-05
BLZ,FRA,0.010083174864776724
BLZ,FRO,4.26793987170284e-05
BLZ,GAB,0.00011450762124965477
BLZ,GBR,0.0237366795816295
BLZ,GEO,6.09708236757895e-05
BLZ,GHA,0.00010207833085042814
BLZ,GIN,3.3969433497079256e-05
BLZ,GMB,1.4562495554173723e-05
BLZ,GNB,4.372768212400341e-06
BLZ,GNQ,0.00013341264949210503
BLZ,GRC,0.00013142137344451557
BLZ,GRD,4.4334526878770755e-05
BLZ,GTM,0.0006057356446000745
BLZ,GUY,0.0005745802491188011
BLZ,HKG,0.0017993605046141556
BLZ,HND,0.0001531806351642537
BLZ,HRV,0.00139478571484234
BLZ,HTI,3.994504020009018e-05
BLZ,HUN,0.0008115709114578753
BLZ,IDN,0.0006430498384893445
BLZ,IND,0.005234978646796922
BLZ,IRL,0.0037859066490944955
BLZ,IRN,0.0001140384370576629
BLZ,IRQ,0.0003500181657548563
BLZ,ISL,0.0004073045240321229
BLZ,ISR,0.0003788756614027201
BLZ,ITA,0.0026536705744132096
BLZ,JAM,0.0023506939042263267
BLZ,JOR,0.0002723270972385984
BLZ,JPN,0.010667011452821994
BLZ,KAZ,2.635043712992699e-05
BLZ,KEN,0.00015698853264361156
BLZ,KGZ,4.004357243752897e-05
BLZ,KHM,1.2226890243621322e-05
BLZ,KIR,9.084885719084414e-07
BLZ,KNA,7.962400778789081e-05
BLZ,KOR,0.006358220186619447
BLZ,KWT,0.0001555546573760458
BLZ,LAO,4.679747710269168e-06
BLZ,LBN,0.0009749832479856272
BLZ,LBR,6.873246057439647e-05
BLZ,LBY,4.6518598856655574e-05
BLZ,LCA,6.762228327097976e-05
BLZ,LKA,7.42637829288116e-05
BLZ,LSO,9.70442939398376e-05
BLZ,LTU,0.00026729341604005635
BLZ,LUX,0.0011993795695349637
BLZ,LVA,0.001357333504678246
BLZ,MAC,0.0002657787941374776
BLZ,MAR,6.157944699079942e-05
BLZ,MDA,2.353462055387874e-05
BLZ,MDG,3.4301668550392675e-05
BLZ,MDV,1.7323176762702074e-05
BLZ,MEX,0.0020403500818026404
BLZ,MKD,5.10062620607264e-05
BLZ,MLI,2.083120898516137e-05
BLZ,MLT,0.009543921446332137
BLZ,MMR,0.00018132101532231042
BLZ,MNE,2.0054156015179388e-05
BLZ,MNG,7.581113033985379e-05
BLZ,MOZ,8.795549538821953e-05
BLZ,MRT,0.00016426497830804345
BLZ,MSR,5.8439932450602124e-06
BLZ,MUS,0.0005942287155426486
BLZ,MWI,0.00012660076376303428
BLZ,MYS,0.0005257879388480347
BLZ,NCL,2.7792493774608594e-05
BLZ,NER,3.593403114103005e-06
BLZ,NGA,0.0021227006224424022
BLZ,NIC,7.885068979441825e-05
BLZ,NLD,0.029792325764100982
BLZ,NOR,0.0005274199457266235
BLZ,NPL,0.00012708026360443308
BLZ,NZL,0.000110424402644746
BLZ,OMN,0.00020102034856909565
BLZ,PAK,0.00010557924883191715
BLZ,PAN,0.0016258391873796433
BLZ,PER,8.394377490506236e-05
BLZ,PHL,0.0002004917604650017
BLZ,PNG,0.000151332711072216
BLZ,POL,0.0008939378148518687
BLZ,PRK,5.317183701208842e-06
BLZ,PRT,0.000973814733906254
BLZ,PRY,1.9225880510211177e-05
BLZ,PSE,7.866358525689913e-05
BLZ,PYF,4.724567428382114e-06
BLZ,QAT,0.0005575629847178222
BLZ,ROU,0.005062854922201028
BLZ,RUS,0.012390287284530989
BLZ,RWA,1.7819395070381117e-05
BLZ,SAU,0.0020088350614403177
BLZ,SCG_F,7.580935177961122e-05
BLZ,SDN,0.0001325351078684174
BLZ,SEN,1.3185889926418956e-05
BLZ,SGP,0.000867742823887143
BLZ,SLB,1.155495018397565e-05
BLZ,SLE,1.5064405254629012e-05
BLZ,SLV,0.0005013469639945387
BLZ,SOM,2.7681511615471776e-06
BLZ,SRB,0.0009147651110044963
BLZ,STP,9.233929067412385e-06
BLZ,SUR,7.766865865720144e-05
BLZ,SVK,0.00012223439836750723
BLZ,SVN,9.693580176504039e-05
BLZ,SWE,0.00037448653043608806
BLZ,SWZ,3.142715948633939e-05
BLZ,SYC,5.975748987830334e-05
BLZ,SYR,0.0002736211776710976
